datetime,RCORR_E
2012-03-07 11:23:00,104.632
2012-03-07 11:24:00,103.512
2012-03-07 11:25:00,107.45
2012-03-07 11:26:00,106.25399999999999
2012-03-07 11:27:00,107.12200000000001
2012-03-07 11:28:00,104.902
2012-03-07 11:29:00,109.02600000000001
2012-03-07 11:30:00,104.287
2012-03-07 11:31:00,108.99
2012-03-07 11:32:00,107.141
2012-03-07 11:33:00,106.227
2012-03-07 11:34:00,103.89399999999999
2012-03-07 11:35:00,106.113
2012-03-07 11:36:00,111.041
2012-03-07 11:37:00,107.89
2012-03-07 11:38:00,107.456
2012-03-07 11:39:00,109.95
2012-03-07 11:40:00,108.729
2012-03-07 11:41:00,107.01899999999999
2012-03-07 11:42:00,105.81
2012-03-07 11:43:00,103.74600000000001
2012-03-07 11:44:00,105.262
2012-03-07 11:45:00,108.275
2012-03-07 11:46:00,102.931
2012-03-07 11:47:00,102.865
2012-03-07 11:48:00,105.904
2012-03-07 11:49:00,107.16
2012-03-07 11:50:00,106.499
2012-03-07 11:51:00,107.652
2012-03-07 11:52:00,106.085
2012-03-07 11:53:00,110.113
2012-03-07 11:54:00,107.00299999999999
2012-03-07 11:55:00,106.959
2012-03-07 11:56:00,106.774
2012-03-07 11:57:00,107.081
2012-03-07 11:58:00,105.37
2012-03-07 11:59:00,109.92
2012-03-07 12:00:00,108.90100000000001
2012-03-07 12:01:00,107.62700000000001
2012-03-07 12:02:00,108.69200000000001
2012-03-07 12:03:00,103.73899999999999
2012-03-07 12:04:00,105.087
2012-03-07 12:05:00,103.979
2012-03-07 12:06:00,102.98899999999999
2012-03-07 12:07:00,107.116
2012-03-07 12:08:00,107.736
2012-03-07 12:09:00,103.88600000000001
2012-03-07 12:10:00,107.49600000000001
2012-03-07 12:11:00,107.774
2012-03-07 12:12:00,109.251
2012-03-07 12:13:00,110.97
2012-03-07 12:14:00,106.604
2012-03-07 12:15:00,103.625
2012-03-07 12:16:00,103.848
2012-03-07 12:17:00,110.726
2012-03-07 12:18:00,107.02
2012-03-07 12:19:00,107.546
2012-03-07 12:20:00,103.213
2012-03-07 12:21:00,105.90899999999999
2012-03-07 12:22:00,107.77799999999999
2012-03-07 12:23:00,103.794
2012-03-07 12:24:00,108.939
2012-03-07 12:25:00,106.831
2012-03-07 12:26:00,105.95200000000001
2012-03-07 12:27:00,102.74700000000001
2012-03-07 12:28:00,111.939
2012-03-07 12:29:00,109.655
2012-03-07 12:30:00,104.36399999999999
2012-03-07 12:31:00,105.956
2012-03-07 12:32:00,107.588
2012-03-07 12:33:00,107.764
2012-03-07 12:34:00,106.36399999999999
2012-03-07 12:35:00,106.23100000000001
2012-03-07 12:36:00,109.398
2012-03-07 12:37:00,108.273
2012-03-07 12:38:00,107.54299999999999
2012-03-07 12:39:00,107.3
2012-03-07 12:40:00,110.43799999999999
2012-03-07 12:41:00,109.979
2012-03-07 12:42:00,104.225
2012-03-07 12:43:00,107.37799999999999
2012-03-07 12:44:00,104.55
2012-03-07 12:45:00,104.464
2012-03-07 12:46:00,108.208
